player,pt,reb,ast,stl,blk,fgm,fga,ftm,fta,tpm,tpa,to
Alex,24,6,4,0,1,10,19,1,6,3,4,5
Michael,28,8,4,3,0,12,26,1,3,3,6,2
Daniel,23,5,1,0,1,9,19,2,4,3,5,5
Robin,17,11,7,1,1,8,16,1,2,0,0,4
DeNoris,21,8,6,3,2,9,11,3,6,0,0,3
Nguyen,32,0,1,0,2,13,38,3,5,3,7,1
Hexi,26,7,1,3,2,11,25,1,4,3,3,4
Jesse,7,9,2,2,2,2,4,2,5,1,2,2
