player,pt,reb,ast,stl,blk,fgm,fga,ftm,fta,tpm,tpa,to
Alex,29,3,5,2,1,13,24,0,5,3,6,1
Michael,16,7,2,2,0,7,13,1,4,1,3,3
Daniel,21,4,2,3,2,8,17,2,4,3,7,5
Robin,8,7,2,0,2,2,3,2,5,2,5,1
DeNoris,14,3,7,3,0,4,8,3,6,3,6,3
Nguyen,14,5,8,2,1,5,15,2,3,2,5,2
Hexi,25,5,4,0,1,10,23,2,5,3,8,2
Jesse,14,10,0,3,1,7,12,0,5,0,0,3
