player,pt,reb,ast,stl,blk,fgm,fga,ftm,fta,tpm,tpa,to
Alex,27,6,1,3,2,12,33,0,5,3,6,5
Michael,13,9,5,2,2,5,9,0,4,3,3,0
Daniel,3,2,7,0,1,1,2,1,2,0,0,4
Robin,21,4,8,0,1,8,13,2,2,3,3,1
DeNoris,8,4,2,3,1,4,8,0,0,0,0,1
Nguyen,15,5,2,3,0,6,12,2,2,1,1,1
Hexi,26,6,4,0,2,11,25,2,4,2,6,3
Jesse,9,12,0,0,0,3,6,2,6,1,1,3
